Epoch 1: train_loss=1.0988, val_loss=1.0537, val_acc=0.3880
Epoch 2: train_loss=1.0332, val_loss=1.0123, val_acc=0.7140
Epoch 3: train_loss=0.9420, val_loss=0.9843, val_acc=0.5960
Epoch 4: train_loss=0.8783, val_loss=0.9461, val_acc=0.5800
Epoch 5: train_loss=0.8193, val_loss=0.9010, val_acc=0.6880
Epoch 6: train_loss=0.7579, val_loss=0.8602, val_acc=0.7360
Epoch 7: train_loss=0.7017, val_loss=0.8305, val_acc=0.7460
Epoch 8: train_loss=0.6552, val_loss=0.8092, val_acc=0.7540
Epoch 9: train_loss=0.6153, val_loss=0.7893, val_acc=0.7580
Epoch 10: train_loss=0.5767, val_loss=0.7687, val_acc=0.7580
Epoch 11: train_loss=0.5392, val_loss=0.7491, val_acc=0.7580
Epoch 12: train_loss=0.5050, val_loss=0.7318, val_acc=0.7520
Epoch 13: train_loss=0.4753, val_loss=0.7164, val_acc=0.7500
Epoch 14: train_loss=0.4493, val_loss=0.7018, val_acc=0.7580
Epoch 15: train_loss=0.4250, val_loss=0.6877, val_acc=0.7640
Epoch 16: train_loss=0.4017, val_loss=0.6747, val_acc=0.7580
Epoch 17: train_loss=0.3795, val_loss=0.6641, val_acc=0.7540
Epoch 18: train_loss=0.3594, val_loss=0.6561, val_acc=0.7620
Epoch 19: train_loss=0.3415, val_loss=0.6498, val_acc=0.7660
Epoch 20: train_loss=0.3254, val_loss=0.6440, val_acc=0.7660
Epoch 21: train_loss=0.3103, val_loss=0.6376, val_acc=0.7680
Epoch 22: train_loss=0.2960, val_loss=0.6307, val_acc=0.7640
Epoch 23: train_loss=0.2824, val_loss=0.6239, val_acc=0.7660
Epoch 24: train_loss=0.2698, val_loss=0.6175, val_acc=0.7700
Epoch 25: train_loss=0.2584, val_loss=0.6118, val_acc=0.7720
Epoch 26: train_loss=0.2481, val_loss=0.6067, val_acc=0.7720
Epoch 27: train_loss=0.2385, val_loss=0.6022, val_acc=0.7780
Epoch 28: train_loss=0.2294, val_loss=0.5983, val_acc=0.7780
Epoch 29: train_loss=0.2208, val_loss=0.5952, val_acc=0.7720
Epoch 30: train_loss=0.2127, val_loss=0.5928, val_acc=0.7700
Epoch 31: train_loss=0.2052, val_loss=0.5912, val_acc=0.7680
Epoch 32: train_loss=0.1984, val_loss=0.5899, val_acc=0.7700
Epoch 33: train_loss=0.1920, val_loss=0.5886, val_acc=0.7720
Epoch 34: train_loss=0.1861, val_loss=0.5871, val_acc=0.7720
Epoch 35: train_loss=0.1805, val_loss=0.5852, val_acc=0.7740
Epoch 36: train_loss=0.1751, val_loss=0.5831, val_acc=0.7760
Epoch 37: train_loss=0.1701, val_loss=0.5809, val_acc=0.7760
Epoch 38: train_loss=0.1654, val_loss=0.5789, val_acc=0.7720
Epoch 39: train_loss=0.1611, val_loss=0.5771, val_acc=0.7740
Epoch 40: train_loss=0.1570, val_loss=0.5757, val_acc=0.7740
Epoch 41: train_loss=0.1532, val_loss=0.5746, val_acc=0.7740
