Epoch 1: train_loss=1.9459, val_loss=1.9481, val_acc=0.1380
Epoch 2: train_loss=1.9398, val_loss=1.9482, val_acc=0.1620
Epoch 3: train_loss=1.9349, val_loss=1.9443, val_acc=0.1880
Epoch 4: train_loss=1.9248, val_loss=1.9381, val_acc=0.2160
Epoch 5: train_loss=1.9167, val_loss=1.9337, val_acc=0.2340
Epoch 6: train_loss=1.9108, val_loss=1.9292, val_acc=0.2820
Epoch 7: train_loss=1.9018, val_loss=1.9239, val_acc=0.3360
Epoch 8: train_loss=1.8920, val_loss=1.9197, val_acc=0.3500
Epoch 9: train_loss=1.8841, val_loss=1.9150, val_acc=0.3500
Epoch 10: train_loss=1.8721, val_loss=1.9099, val_acc=0.3380
Epoch 11: train_loss=1.8635, val_loss=1.9041, val_acc=0.3400
Epoch 12: train_loss=1.8428, val_loss=1.8973, val_acc=0.3480
Epoch 13: train_loss=1.8385, val_loss=1.8901, val_acc=0.3520
Epoch 14: train_loss=1.8246, val_loss=1.8823, val_acc=0.3620
Epoch 15: train_loss=1.8131, val_loss=1.8734, val_acc=0.3920
Epoch 16: train_loss=1.7955, val_loss=1.8644, val_acc=0.4320
Epoch 17: train_loss=1.7800, val_loss=1.8557, val_acc=0.4760
Epoch 18: train_loss=1.7702, val_loss=1.8465, val_acc=0.5520
Epoch 19: train_loss=1.7580, val_loss=1.8369, val_acc=0.5920
Epoch 20: train_loss=1.7416, val_loss=1.8262, val_acc=0.6260
Epoch 21: train_loss=1.7316, val_loss=1.8152, val_acc=0.6480
Epoch 22: train_loss=1.7040, val_loss=1.8045, val_acc=0.6740
Epoch 23: train_loss=1.6874, val_loss=1.7937, val_acc=0.7020
Epoch 24: train_loss=1.6766, val_loss=1.7833, val_acc=0.7060
Epoch 25: train_loss=1.6517, val_loss=1.7737, val_acc=0.7100
Epoch 26: train_loss=1.6513, val_loss=1.7639, val_acc=0.7080
Epoch 27: train_loss=1.6148, val_loss=1.7539, val_acc=0.7140
Epoch 28: train_loss=1.6102, val_loss=1.7442, val_acc=0.7120
Epoch 29: train_loss=1.5669, val_loss=1.7334, val_acc=0.7120
Epoch 30: train_loss=1.5711, val_loss=1.7219, val_acc=0.7160
Epoch 31: train_loss=1.5370, val_loss=1.7093, val_acc=0.7240
Epoch 32: train_loss=1.5365, val_loss=1.6961, val_acc=0.7260
Epoch 33: train_loss=1.5165, val_loss=1.6826, val_acc=0.7300
Epoch 34: train_loss=1.4917, val_loss=1.6687, val_acc=0.7380
Epoch 35: train_loss=1.4621, val_loss=1.6544, val_acc=0.7420
Epoch 36: train_loss=1.4399, val_loss=1.6400, val_acc=0.7480
Epoch 37: train_loss=1.3822, val_loss=1.6258, val_acc=0.7560
Epoch 38: train_loss=1.3731, val_loss=1.6113, val_acc=0.7580
Epoch 39: train_loss=1.3547, val_loss=1.5967, val_acc=0.7640
Epoch 40: train_loss=1.3199, val_loss=1.5821, val_acc=0.7820
Epoch 41: train_loss=1.2875, val_loss=1.5680, val_acc=0.7800
Epoch 42: train_loss=1.2941, val_loss=1.5555, val_acc=0.7760
Epoch 43: train_loss=1.2906, val_loss=1.5425, val_acc=0.7740
Epoch 44: train_loss=1.2507, val_loss=1.5281, val_acc=0.7740
Epoch 45: train_loss=1.2935, val_loss=1.5117, val_acc=0.7740
Epoch 46: train_loss=1.2205, val_loss=1.4964, val_acc=0.7780
Epoch 47: train_loss=1.2106, val_loss=1.4811, val_acc=0.7780
Epoch 48: train_loss=1.1516, val_loss=1.4656, val_acc=0.7800
Epoch 49: train_loss=1.1848, val_loss=1.4505, val_acc=0.7820
Epoch 50: train_loss=1.1129, val_loss=1.4361, val_acc=0.7820
Epoch 51: train_loss=1.0617, val_loss=1.4229, val_acc=0.7820
Epoch 52: train_loss=1.1398, val_loss=1.4095, val_acc=0.7780
Epoch 53: train_loss=1.0593, val_loss=1.3967, val_acc=0.7780
