Epoch 1: train_loss=1.7916, val_loss=1.7923, val_acc=0.0600
Epoch 2: train_loss=1.7867, val_loss=1.7925, val_acc=0.0840
Epoch 3: train_loss=1.7795, val_loss=1.7918, val_acc=0.1100
Epoch 4: train_loss=1.7722, val_loss=1.7897, val_acc=0.1260
Epoch 5: train_loss=1.7633, val_loss=1.7876, val_acc=0.1420
Epoch 6: train_loss=1.7573, val_loss=1.7848, val_acc=0.1760
Epoch 7: train_loss=1.7463, val_loss=1.7823, val_acc=0.1780
Epoch 8: train_loss=1.7409, val_loss=1.7792, val_acc=0.2040
Epoch 9: train_loss=1.7324, val_loss=1.7761, val_acc=0.2360
Epoch 10: train_loss=1.7184, val_loss=1.7726, val_acc=0.2420
Epoch 11: train_loss=1.7088, val_loss=1.7689, val_acc=0.2400
Epoch 12: train_loss=1.7008, val_loss=1.7655, val_acc=0.2380
Epoch 13: train_loss=1.6845, val_loss=1.7620, val_acc=0.2300
Epoch 14: train_loss=1.6686, val_loss=1.7580, val_acc=0.2540
Epoch 15: train_loss=1.6675, val_loss=1.7535, val_acc=0.2800
Epoch 16: train_loss=1.6591, val_loss=1.7484, val_acc=0.3260
Epoch 17: train_loss=1.6471, val_loss=1.7429, val_acc=0.3760
Epoch 18: train_loss=1.6283, val_loss=1.7374, val_acc=0.4100
Epoch 19: train_loss=1.6259, val_loss=1.7314, val_acc=0.4440
Epoch 20: train_loss=1.5948, val_loss=1.7256, val_acc=0.4660
Epoch 21: train_loss=1.5911, val_loss=1.7197, val_acc=0.4900
Epoch 22: train_loss=1.5803, val_loss=1.7136, val_acc=0.5220
Epoch 23: train_loss=1.5828, val_loss=1.7074, val_acc=0.5380
Epoch 24: train_loss=1.5524, val_loss=1.7012, val_acc=0.5660
Epoch 25: train_loss=1.5291, val_loss=1.6947, val_acc=0.5980
Epoch 26: train_loss=1.5220, val_loss=1.6882, val_acc=0.6180
Epoch 27: train_loss=1.5012, val_loss=1.6814, val_acc=0.6440
Epoch 28: train_loss=1.4977, val_loss=1.6747, val_acc=0.6600
Epoch 29: train_loss=1.4793, val_loss=1.6676, val_acc=0.6620
Epoch 30: train_loss=1.4707, val_loss=1.6606, val_acc=0.6660
Epoch 31: train_loss=1.4474, val_loss=1.6537, val_acc=0.6740
Epoch 32: train_loss=1.4142, val_loss=1.6468, val_acc=0.6720
Epoch 33: train_loss=1.4310, val_loss=1.6404, val_acc=0.6600
Epoch 34: train_loss=1.3884, val_loss=1.6345, val_acc=0.6540
Epoch 35: train_loss=1.3802, val_loss=1.6285, val_acc=0.6480
