Epoch 1: train_loss=1.9459, val_loss=1.8991, val_acc=0.4740
Epoch 2: train_loss=1.8190, val_loss=1.8094, val_acc=0.6580
Epoch 3: train_loss=1.6678, val_loss=1.7408, val_acc=0.5800
Epoch 4: train_loss=1.5440, val_loss=1.6739, val_acc=0.6440
Epoch 5: train_loss=1.4241, val_loss=1.6071, val_acc=0.7360
Epoch 6: train_loss=1.3038, val_loss=1.5488, val_acc=0.7620
Epoch 7: train_loss=1.1933, val_loss=1.5001, val_acc=0.7280
Epoch 8: train_loss=1.0959, val_loss=1.4540, val_acc=0.7240
Epoch 9: train_loss=1.0071, val_loss=1.4051, val_acc=0.7200
Epoch 10: train_loss=0.9231, val_loss=1.3550, val_acc=0.7400
Epoch 11: train_loss=0.8453, val_loss=1.3073, val_acc=0.7600
Epoch 12: train_loss=0.7758, val_loss=1.2642, val_acc=0.7700
Epoch 13: train_loss=0.7148, val_loss=1.2258, val_acc=0.7780
Epoch 14: train_loss=0.6605, val_loss=1.1913, val_acc=0.7800
Epoch 15: train_loss=0.6109, val_loss=1.1608, val_acc=0.7760
Epoch 16: train_loss=0.5655, val_loss=1.1346, val_acc=0.7740
Epoch 17: train_loss=0.5249, val_loss=1.1124, val_acc=0.7740
Epoch 18: train_loss=0.4891, val_loss=1.0927, val_acc=0.7620
Epoch 19: train_loss=0.4576, val_loss=1.0739, val_acc=0.7560
Epoch 20: train_loss=0.4295, val_loss=1.0550, val_acc=0.7540
Epoch 21: train_loss=0.4040, val_loss=1.0359, val_acc=0.7580
Epoch 22: train_loss=0.3810, val_loss=1.0173, val_acc=0.7720
Epoch 23: train_loss=0.3603, val_loss=1.0002, val_acc=0.7700
Epoch 24: train_loss=0.3419, val_loss=0.9853, val_acc=0.7740
Epoch 25: train_loss=0.3256, val_loss=0.9727, val_acc=0.7820
Epoch 26: train_loss=0.3112, val_loss=0.9625, val_acc=0.7820
Epoch 27: train_loss=0.2982, val_loss=0.9542, val_acc=0.7820
Epoch 28: train_loss=0.2865, val_loss=0.9475, val_acc=0.7840
Epoch 29: train_loss=0.2759, val_loss=0.9421, val_acc=0.7800
Epoch 30: train_loss=0.2665, val_loss=0.9374, val_acc=0.7780
Epoch 31: train_loss=0.2582, val_loss=0.9328, val_acc=0.7760
Epoch 32: train_loss=0.2508, val_loss=0.9277, val_acc=0.7740
Epoch 33: train_loss=0.2443, val_loss=0.9221, val_acc=0.7720
Epoch 34: train_loss=0.2384, val_loss=0.9159, val_acc=0.7740
Epoch 35: train_loss=0.2332, val_loss=0.9095, val_acc=0.7760
Epoch 36: train_loss=0.2285, val_loss=0.9034, val_acc=0.7800
Epoch 37: train_loss=0.2243, val_loss=0.8979, val_acc=0.7820
Epoch 38: train_loss=0.2206, val_loss=0.8934, val_acc=0.7820
Epoch 39: train_loss=0.2174, val_loss=0.8900, val_acc=0.7840
Epoch 40: train_loss=0.2146, val_loss=0.8877, val_acc=0.7800
Epoch 41: train_loss=0.2121, val_loss=0.8862, val_acc=0.7800
Epoch 42: train_loss=0.2099, val_loss=0.8853, val_acc=0.7780
Epoch 43: train_loss=0.2080, val_loss=0.8846, val_acc=0.7780
Epoch 44: train_loss=0.2063, val_loss=0.8838, val_acc=0.7800
Epoch 45: train_loss=0.2048, val_loss=0.8825, val_acc=0.7800
Epoch 46: train_loss=0.2036, val_loss=0.8807, val_acc=0.7800
Epoch 47: train_loss=0.2025, val_loss=0.8782, val_acc=0.7820
Epoch 48: train_loss=0.2015, val_loss=0.8754, val_acc=0.7820
Epoch 49: train_loss=0.2006, val_loss=0.8723, val_acc=0.7840
Epoch 50: train_loss=0.1998, val_loss=0.8694, val_acc=0.7860
Epoch 51: train_loss=0.1991, val_loss=0.8668, val_acc=0.7860
Epoch 52: train_loss=0.1985, val_loss=0.8648, val_acc=0.7880
Epoch 53: train_loss=0.1980, val_loss=0.8634, val_acc=0.7860
Epoch 54: train_loss=0.1975, val_loss=0.8626, val_acc=0.7860
Epoch 55: train_loss=0.1970, val_loss=0.8621, val_acc=0.7860
Epoch 56: train_loss=0.1965, val_loss=0.8617, val_acc=0.7860
Epoch 57: train_loss=0.1961, val_loss=0.8613, val_acc=0.7860
Epoch 58: train_loss=0.1957, val_loss=0.8605, val_acc=0.7840
Epoch 59: train_loss=0.1952, val_loss=0.8593, val_acc=0.7820
Epoch 60: train_loss=0.1948, val_loss=0.8578, val_acc=0.7820
Epoch 61: train_loss=0.1944, val_loss=0.8559, val_acc=0.7820
Epoch 62: train_loss=0.1939, val_loss=0.8538, val_acc=0.7840
Epoch 63: train_loss=0.1935, val_loss=0.8517, val_acc=0.7840
Epoch 64: train_loss=0.1930, val_loss=0.8498, val_acc=0.7860
Epoch 65: train_loss=0.1925, val_loss=0.8481, val_acc=0.7880
Epoch 66: train_loss=0.1920, val_loss=0.8468, val_acc=0.7880
Epoch 67: train_loss=0.1915, val_loss=0.8458, val_acc=0.7880
