Epoch 1: train_loss=1.7916, val_loss=1.7908, val_acc=0.2780
Epoch 2: train_loss=1.7862, val_loss=1.7909, val_acc=0.2720
Epoch 3: train_loss=1.7784, val_loss=1.7876, val_acc=0.2340
Epoch 4: train_loss=1.7682, val_loss=1.7851, val_acc=0.2340
Epoch 5: train_loss=1.7615, val_loss=1.7828, val_acc=0.2280
Epoch 6: train_loss=1.7531, val_loss=1.7805, val_acc=0.2260
Epoch 7: train_loss=1.7395, val_loss=1.7781, val_acc=0.2280
Epoch 8: train_loss=1.7350, val_loss=1.7750, val_acc=0.2360
Epoch 9: train_loss=1.7240, val_loss=1.7717, val_acc=0.2480
Epoch 10: train_loss=1.7138, val_loss=1.7681, val_acc=0.2580
Epoch 11: train_loss=1.7078, val_loss=1.7636, val_acc=0.2620
Epoch 12: train_loss=1.6866, val_loss=1.7588, val_acc=0.2660
Epoch 13: train_loss=1.6722, val_loss=1.7537, val_acc=0.2900
Epoch 14: train_loss=1.6691, val_loss=1.7482, val_acc=0.3140
Epoch 15: train_loss=1.6596, val_loss=1.7423, val_acc=0.3500
Epoch 16: train_loss=1.6390, val_loss=1.7365, val_acc=0.4020
Epoch 17: train_loss=1.6230, val_loss=1.7310, val_acc=0.4500
Epoch 18: train_loss=1.6196, val_loss=1.7256, val_acc=0.4700
Epoch 19: train_loss=1.5940, val_loss=1.7204, val_acc=0.4940
Epoch 20: train_loss=1.5965, val_loss=1.7147, val_acc=0.5180
Epoch 21: train_loss=1.5791, val_loss=1.7086, val_acc=0.5340
Epoch 22: train_loss=1.5725, val_loss=1.7023, val_acc=0.5440
Epoch 23: train_loss=1.5506, val_loss=1.6956, val_acc=0.5560
Epoch 24: train_loss=1.5350, val_loss=1.6887, val_acc=0.5920
Epoch 25: train_loss=1.5311, val_loss=1.6817, val_acc=0.6100
Epoch 26: train_loss=1.5143, val_loss=1.6746, val_acc=0.6240
Epoch 27: train_loss=1.4916, val_loss=1.6672, val_acc=0.6280
Epoch 28: train_loss=1.4841, val_loss=1.6602, val_acc=0.6320
Epoch 29: train_loss=1.4580, val_loss=1.6529, val_acc=0.6320
Epoch 30: train_loss=1.4574, val_loss=1.6456, val_acc=0.6300
Epoch 31: train_loss=1.4422, val_loss=1.6390, val_acc=0.6380
Epoch 32: train_loss=1.4047, val_loss=1.6328, val_acc=0.6440
Epoch 33: train_loss=1.4059, val_loss=1.6260, val_acc=0.6480
Epoch 34: train_loss=1.3772, val_loss=1.6187, val_acc=0.6520
Epoch 35: train_loss=1.3902, val_loss=1.6111, val_acc=0.6600
Epoch 36: train_loss=1.3612, val_loss=1.6030, val_acc=0.6660
Epoch 37: train_loss=1.3424, val_loss=1.5946, val_acc=0.6680
Epoch 38: train_loss=1.3204, val_loss=1.5862, val_acc=0.6700
Epoch 39: train_loss=1.3184, val_loss=1.5773, val_acc=0.6660
Epoch 40: train_loss=1.3033, val_loss=1.5687, val_acc=0.6640
Epoch 41: train_loss=1.2909, val_loss=1.5600, val_acc=0.6620
Epoch 42: train_loss=1.2796, val_loss=1.5517, val_acc=0.6660
Epoch 43: train_loss=1.2408, val_loss=1.5434, val_acc=0.6680
Epoch 44: train_loss=1.2410, val_loss=1.5344, val_acc=0.6780
Epoch 45: train_loss=1.1942, val_loss=1.5253, val_acc=0.6860
Epoch 46: train_loss=1.1935, val_loss=1.5171, val_acc=0.6840
Epoch 47: train_loss=1.1748, val_loss=1.5092, val_acc=0.6880
Epoch 48: train_loss=1.1451, val_loss=1.5021, val_acc=0.6880
Epoch 49: train_loss=1.1662, val_loss=1.4961, val_acc=0.6880
Epoch 50: train_loss=1.1673, val_loss=1.4903, val_acc=0.6840
Epoch 51: train_loss=1.1181, val_loss=1.4841, val_acc=0.6880
Epoch 52: train_loss=1.1002, val_loss=1.4771, val_acc=0.6920
Epoch 53: train_loss=1.1008, val_loss=1.4679, val_acc=0.6940
Epoch 54: train_loss=1.0534, val_loss=1.4583, val_acc=0.6940
Epoch 55: train_loss=1.0755, val_loss=1.4487, val_acc=0.6940
Epoch 56: train_loss=1.0444, val_loss=1.4382, val_acc=0.7040
Epoch 57: train_loss=1.0282, val_loss=1.4284, val_acc=0.7000
Epoch 58: train_loss=1.0163, val_loss=1.4205, val_acc=0.7040
Epoch 59: train_loss=1.0049, val_loss=1.4141, val_acc=0.7000
Epoch 60: train_loss=0.9809, val_loss=1.4082, val_acc=0.6940
Epoch 61: train_loss=0.9565, val_loss=1.4023, val_acc=0.6980
Epoch 62: train_loss=0.9230, val_loss=1.3962, val_acc=0.6960
