Epoch 1: train_loss=1.7917, val_loss=1.7917, val_acc=0.0920
Epoch 2: train_loss=1.7864, val_loss=1.7915, val_acc=0.1020
Epoch 3: train_loss=1.7800, val_loss=1.7901, val_acc=0.1020
Epoch 4: train_loss=1.7710, val_loss=1.7882, val_acc=0.0960
Epoch 5: train_loss=1.7643, val_loss=1.7868, val_acc=0.0980
Epoch 6: train_loss=1.7532, val_loss=1.7850, val_acc=0.1160
Epoch 7: train_loss=1.7475, val_loss=1.7826, val_acc=0.1440
Epoch 8: train_loss=1.7331, val_loss=1.7804, val_acc=0.1660
Epoch 9: train_loss=1.7254, val_loss=1.7771, val_acc=0.1880
Epoch 10: train_loss=1.7120, val_loss=1.7730, val_acc=0.1960
Epoch 11: train_loss=1.7028, val_loss=1.7684, val_acc=0.2080
Epoch 12: train_loss=1.6969, val_loss=1.7637, val_acc=0.2160
Epoch 13: train_loss=1.6856, val_loss=1.7583, val_acc=0.2400
Epoch 14: train_loss=1.6607, val_loss=1.7529, val_acc=0.2720
Epoch 15: train_loss=1.6627, val_loss=1.7477, val_acc=0.3120
Epoch 16: train_loss=1.6443, val_loss=1.7428, val_acc=0.3420
Epoch 17: train_loss=1.6343, val_loss=1.7380, val_acc=0.3820
Epoch 18: train_loss=1.6150, val_loss=1.7332, val_acc=0.3920
Epoch 19: train_loss=1.6015, val_loss=1.7284, val_acc=0.4020
Epoch 20: train_loss=1.5922, val_loss=1.7231, val_acc=0.4040
Epoch 21: train_loss=1.5742, val_loss=1.7178, val_acc=0.4140
Epoch 22: train_loss=1.5492, val_loss=1.7126, val_acc=0.4240
Epoch 23: train_loss=1.5498, val_loss=1.7072, val_acc=0.4320
Epoch 24: train_loss=1.5431, val_loss=1.7011, val_acc=0.4620
Epoch 25: train_loss=1.5026, val_loss=1.6943, val_acc=0.5180
Epoch 26: train_loss=1.4993, val_loss=1.6870, val_acc=0.5660
Epoch 27: train_loss=1.4934, val_loss=1.6791, val_acc=0.5880
Epoch 28: train_loss=1.4877, val_loss=1.6710, val_acc=0.6000
