Epoch 1: train_loss=1.9460, val_loss=1.9485, val_acc=0.1100
Epoch 2: train_loss=1.9396, val_loss=1.9467, val_acc=0.1080
Epoch 3: train_loss=1.9313, val_loss=1.9441, val_acc=0.1380
Epoch 4: train_loss=1.9218, val_loss=1.9404, val_acc=0.1860
Epoch 5: train_loss=1.9118, val_loss=1.9366, val_acc=0.2040
Epoch 6: train_loss=1.8994, val_loss=1.9330, val_acc=0.1840
Epoch 7: train_loss=1.8961, val_loss=1.9284, val_acc=0.1740
Epoch 8: train_loss=1.8786, val_loss=1.9232, val_acc=0.1740
Epoch 9: train_loss=1.8670, val_loss=1.9172, val_acc=0.1780
Epoch 10: train_loss=1.8549, val_loss=1.9101, val_acc=0.1820
Epoch 11: train_loss=1.8392, val_loss=1.9026, val_acc=0.1920
Epoch 12: train_loss=1.8338, val_loss=1.8943, val_acc=0.2140
Epoch 13: train_loss=1.8172, val_loss=1.8856, val_acc=0.2400
Epoch 14: train_loss=1.8006, val_loss=1.8770, val_acc=0.2740
Epoch 15: train_loss=1.7895, val_loss=1.8690, val_acc=0.3120
Epoch 16: train_loss=1.7638, val_loss=1.8613, val_acc=0.3440
Epoch 17: train_loss=1.7579, val_loss=1.8537, val_acc=0.3780
Epoch 18: train_loss=1.7360, val_loss=1.8463, val_acc=0.4080
Epoch 19: train_loss=1.7206, val_loss=1.8385, val_acc=0.4380
Epoch 20: train_loss=1.6968, val_loss=1.8303, val_acc=0.4760
Epoch 21: train_loss=1.6737, val_loss=1.8207, val_acc=0.5080
Epoch 22: train_loss=1.6547, val_loss=1.8108, val_acc=0.5520
Epoch 23: train_loss=1.6409, val_loss=1.8003, val_acc=0.5800
Epoch 24: train_loss=1.6156, val_loss=1.7900, val_acc=0.6020
Epoch 25: train_loss=1.6052, val_loss=1.7782, val_acc=0.6240
Epoch 26: train_loss=1.6085, val_loss=1.7664, val_acc=0.6320
Epoch 27: train_loss=1.5595, val_loss=1.7536, val_acc=0.6420
Epoch 28: train_loss=1.5364, val_loss=1.7398, val_acc=0.6560
Epoch 29: train_loss=1.5166, val_loss=1.7263, val_acc=0.6660
Epoch 30: train_loss=1.4919, val_loss=1.7131, val_acc=0.6800
Epoch 31: train_loss=1.4690, val_loss=1.7006, val_acc=0.6900
Epoch 32: train_loss=1.4609, val_loss=1.6890, val_acc=0.6920
Epoch 33: train_loss=1.4342, val_loss=1.6769, val_acc=0.6960
Epoch 34: train_loss=1.4179, val_loss=1.6643, val_acc=0.6940
Epoch 35: train_loss=1.3779, val_loss=1.6515, val_acc=0.7040
Epoch 36: train_loss=1.3714, val_loss=1.6378, val_acc=0.7100
Epoch 37: train_loss=1.3545, val_loss=1.6230, val_acc=0.7120
Epoch 38: train_loss=1.3193, val_loss=1.6068, val_acc=0.7180
