Epoch 1: train_loss=1.9458, val_loss=1.9647, val_acc=0.2140
Epoch 2: train_loss=1.8238, val_loss=1.8188, val_acc=0.5960
Epoch 3: train_loss=1.6696, val_loss=1.7049, val_acc=0.7340
Epoch 4: train_loss=1.5430, val_loss=1.6322, val_acc=0.7180
Epoch 5: train_loss=1.4260, val_loss=1.5802, val_acc=0.7480
Epoch 6: train_loss=1.3073, val_loss=1.5416, val_acc=0.7700
Epoch 7: train_loss=1.1950, val_loss=1.5110, val_acc=0.7400
Epoch 8: train_loss=1.0960, val_loss=1.4774, val_acc=0.7220
Epoch 9: train_loss=1.0081, val_loss=1.4316, val_acc=0.7260
Epoch 10: train_loss=0.9261, val_loss=1.3751, val_acc=0.7380
Epoch 11: train_loss=0.8487, val_loss=1.3155, val_acc=0.7500
Epoch 12: train_loss=0.7780, val_loss=1.2606, val_acc=0.7740
Epoch 13: train_loss=0.7158, val_loss=1.2143, val_acc=0.7800
Epoch 14: train_loss=0.6614, val_loss=1.1772, val_acc=0.7860
Epoch 15: train_loss=0.6127, val_loss=1.1478, val_acc=0.7860
Epoch 16: train_loss=0.5681, val_loss=1.1245, val_acc=0.7840
Epoch 17: train_loss=0.5273, val_loss=1.1061, val_acc=0.7860
Epoch 18: train_loss=0.4907, val_loss=1.0909, val_acc=0.7780
Epoch 19: train_loss=0.4586, val_loss=1.0769, val_acc=0.7800
Epoch 20: train_loss=0.4304, val_loss=1.0622, val_acc=0.7700
Epoch 21: train_loss=0.4053, val_loss=1.0456, val_acc=0.7720
Epoch 22: train_loss=0.3826, val_loss=1.0274, val_acc=0.7780
Epoch 23: train_loss=0.3620, val_loss=1.0086, val_acc=0.7740
Epoch 24: train_loss=0.3433, val_loss=0.9905, val_acc=0.7760
Epoch 25: train_loss=0.3267, val_loss=0.9744, val_acc=0.7800
Epoch 26: train_loss=0.3120, val_loss=0.9609, val_acc=0.7800
Epoch 27: train_loss=0.2990, val_loss=0.9500, val_acc=0.7840
Epoch 28: train_loss=0.2875, val_loss=0.9416, val_acc=0.7840
Epoch 29: train_loss=0.2770, val_loss=0.9353, val_acc=0.7820
Epoch 30: train_loss=0.2676, val_loss=0.9305, val_acc=0.7780
Epoch 31: train_loss=0.2591, val_loss=0.9268, val_acc=0.7760
Epoch 32: train_loss=0.2515, val_loss=0.9237, val_acc=0.7760
Epoch 33: train_loss=0.2448, val_loss=0.9206, val_acc=0.7780
Epoch 34: train_loss=0.2389, val_loss=0.9172, val_acc=0.7780
Epoch 35: train_loss=0.2337, val_loss=0.9132, val_acc=0.7800
Epoch 36: train_loss=0.2290, val_loss=0.9086, val_acc=0.7800
Epoch 37: train_loss=0.2248, val_loss=0.9036, val_acc=0.7820
Epoch 38: train_loss=0.2211, val_loss=0.8986, val_acc=0.7840
Epoch 39: train_loss=0.2178, val_loss=0.8938, val_acc=0.7840
Epoch 40: train_loss=0.2149, val_loss=0.8896, val_acc=0.7840
Epoch 41: train_loss=0.2124, val_loss=0.8860, val_acc=0.7840
Epoch 42: train_loss=0.2102, val_loss=0.8832, val_acc=0.7820
Epoch 43: train_loss=0.2083, val_loss=0.8809, val_acc=0.7840
Epoch 44: train_loss=0.2066, val_loss=0.8792, val_acc=0.7820
Epoch 45: train_loss=0.2051, val_loss=0.8777, val_acc=0.7820
Epoch 46: train_loss=0.2038, val_loss=0.8765, val_acc=0.7820
Epoch 47: train_loss=0.2026, val_loss=0.8753, val_acc=0.7820
Epoch 48: train_loss=0.2016, val_loss=0.8740, val_acc=0.7840
Epoch 49: train_loss=0.2007, val_loss=0.8726, val_acc=0.7840
Epoch 50: train_loss=0.1999, val_loss=0.8710, val_acc=0.7840
Epoch 51: train_loss=0.1992, val_loss=0.8693, val_acc=0.7840
Epoch 52: train_loss=0.1986, val_loss=0.8675, val_acc=0.7860
Epoch 53: train_loss=0.1980, val_loss=0.8657, val_acc=0.7860
Epoch 54: train_loss=0.1975, val_loss=0.8640, val_acc=0.7860
Epoch 55: train_loss=0.1970, val_loss=0.8624, val_acc=0.7880
Epoch 56: train_loss=0.1966, val_loss=0.8608, val_acc=0.7840
Epoch 57: train_loss=0.1961, val_loss=0.8594, val_acc=0.7840
Epoch 58: train_loss=0.1957, val_loss=0.8580, val_acc=0.7840
Epoch 59: train_loss=0.1953, val_loss=0.8566, val_acc=0.7820
Epoch 60: train_loss=0.1948, val_loss=0.8553, val_acc=0.7820
