Epoch 1: train_loss=1.9462, val_loss=1.9176, val_acc=0.4520
Epoch 2: train_loss=1.8184, val_loss=1.8121, val_acc=0.6860
Epoch 3: train_loss=1.6678, val_loss=1.7304, val_acc=0.6160
Epoch 4: train_loss=1.5446, val_loss=1.6604, val_acc=0.6800
Epoch 5: train_loss=1.4243, val_loss=1.5980, val_acc=0.7500
Epoch 6: train_loss=1.3038, val_loss=1.5471, val_acc=0.7620
Epoch 7: train_loss=1.1935, val_loss=1.5053, val_acc=0.7260
Epoch 8: train_loss=1.0962, val_loss=1.4627, val_acc=0.7220
Epoch 9: train_loss=1.0073, val_loss=1.4136, val_acc=0.7280
Epoch 10: train_loss=0.9231, val_loss=1.3606, val_acc=0.7480
Epoch 11: train_loss=0.8452, val_loss=1.3090, val_acc=0.7580
Epoch 12: train_loss=0.7758, val_loss=1.2621, val_acc=0.7660
Epoch 13: train_loss=0.7149, val_loss=1.2210, val_acc=0.7680
Epoch 14: train_loss=0.6605, val_loss=1.1854, val_acc=0.7760
Epoch 15: train_loss=0.6108, val_loss=1.1553, val_acc=0.7800
Epoch 16: train_loss=0.5654, val_loss=1.1308, val_acc=0.7760
Epoch 17: train_loss=0.5248, val_loss=1.1107, val_acc=0.7740
Epoch 18: train_loss=0.4890, val_loss=1.0932, val_acc=0.7660
Epoch 19: train_loss=0.4576, val_loss=1.0762, val_acc=0.7660
Epoch 20: train_loss=0.4295, val_loss=1.0582, val_acc=0.7640
Epoch 21: train_loss=0.4040, val_loss=1.0393, val_acc=0.7700
Epoch 22: train_loss=0.3809, val_loss=1.0203, val_acc=0.7740
Epoch 23: train_loss=0.3602, val_loss=1.0023, val_acc=0.7680
Epoch 24: train_loss=0.3419, val_loss=0.9861, val_acc=0.7700
Epoch 25: train_loss=0.3256, val_loss=0.9722, val_acc=0.7780
Epoch 26: train_loss=0.3112, val_loss=0.9607, val_acc=0.7800
Epoch 27: train_loss=0.2982, val_loss=0.9514, val_acc=0.7800
Epoch 28: train_loss=0.2865, val_loss=0.9443, val_acc=0.7820
Epoch 29: train_loss=0.2759, val_loss=0.9389, val_acc=0.7820
Epoch 30: train_loss=0.2665, val_loss=0.9346, val_acc=0.7800
Epoch 31: train_loss=0.2582, val_loss=0.9307, val_acc=0.7780
