Epoch 1: train_loss=1.0992, val_loss=1.0961, val_acc=0.4700
Epoch 2: train_loss=1.0917, val_loss=1.0928, val_acc=0.5120
Epoch 3: train_loss=1.0843, val_loss=1.0882, val_acc=0.5840
Epoch 4: train_loss=1.0751, val_loss=1.0843, val_acc=0.5720
Epoch 5: train_loss=1.0637, val_loss=1.0805, val_acc=0.5700
Epoch 6: train_loss=1.0509, val_loss=1.0771, val_acc=0.5440
Epoch 7: train_loss=1.0451, val_loss=1.0733, val_acc=0.5320
Epoch 8: train_loss=1.0255, val_loss=1.0684, val_acc=0.5560
Epoch 9: train_loss=1.0126, val_loss=1.0624, val_acc=0.5760
Epoch 10: train_loss=1.0106, val_loss=1.0554, val_acc=0.6100
Epoch 11: train_loss=1.0032, val_loss=1.0470, val_acc=0.6380
Epoch 12: train_loss=0.9887, val_loss=1.0377, val_acc=0.6700
Epoch 13: train_loss=0.9737, val_loss=1.0278, val_acc=0.6960
Epoch 14: train_loss=0.9516, val_loss=1.0174, val_acc=0.7180
Epoch 15: train_loss=0.9401, val_loss=1.0069, val_acc=0.7260
Epoch 16: train_loss=0.9293, val_loss=0.9962, val_acc=0.7140
Epoch 17: train_loss=0.9143, val_loss=0.9856, val_acc=0.7320
Epoch 18: train_loss=0.8999, val_loss=0.9749, val_acc=0.7340
Epoch 19: train_loss=0.8953, val_loss=0.9649, val_acc=0.7340
Epoch 20: train_loss=0.8720, val_loss=0.9554, val_acc=0.7380
Epoch 21: train_loss=0.8596, val_loss=0.9466, val_acc=0.7400
Epoch 22: train_loss=0.8329, val_loss=0.9382, val_acc=0.7400
Epoch 23: train_loss=0.8173, val_loss=0.9297, val_acc=0.7420
Epoch 24: train_loss=0.8028, val_loss=0.9213, val_acc=0.7420
Epoch 25: train_loss=0.7918, val_loss=0.9128, val_acc=0.7420
Epoch 26: train_loss=0.7874, val_loss=0.9040, val_acc=0.7440
Epoch 27: train_loss=0.7726, val_loss=0.8947, val_acc=0.7400
Epoch 28: train_loss=0.7422, val_loss=0.8859, val_acc=0.7400
Epoch 29: train_loss=0.7396, val_loss=0.8773, val_acc=0.7400
Epoch 30: train_loss=0.7427, val_loss=0.8683, val_acc=0.7400
Epoch 31: train_loss=0.6983, val_loss=0.8595, val_acc=0.7400
Epoch 32: train_loss=0.6873, val_loss=0.8501, val_acc=0.7420
Epoch 33: train_loss=0.6784, val_loss=0.8411, val_acc=0.7480
Epoch 34: train_loss=0.6675, val_loss=0.8315, val_acc=0.7540
Epoch 35: train_loss=0.6470, val_loss=0.8222, val_acc=0.7560
Epoch 36: train_loss=0.6125, val_loss=0.8134, val_acc=0.7540
Epoch 37: train_loss=0.6408, val_loss=0.8048, val_acc=0.7540
Epoch 38: train_loss=0.6356, val_loss=0.7963, val_acc=0.7540
Epoch 39: train_loss=0.5910, val_loss=0.7890, val_acc=0.7540
Epoch 40: train_loss=0.5752, val_loss=0.7824, val_acc=0.7560
Epoch 41: train_loss=0.5808, val_loss=0.7763, val_acc=0.7560
Epoch 42: train_loss=0.5698, val_loss=0.7711, val_acc=0.7560
Epoch 43: train_loss=0.5673, val_loss=0.7667, val_acc=0.7520
Epoch 44: train_loss=0.5343, val_loss=0.7623, val_acc=0.7540
Epoch 45: train_loss=0.5382, val_loss=0.7570, val_acc=0.7540
Epoch 46: train_loss=0.4941, val_loss=0.7496, val_acc=0.7540
Epoch 47: train_loss=0.5056, val_loss=0.7410, val_acc=0.7580
Epoch 48: train_loss=0.4658, val_loss=0.7335, val_acc=0.7580
Epoch 49: train_loss=0.4958, val_loss=0.7260, val_acc=0.7640
Epoch 50: train_loss=0.4665, val_loss=0.7192, val_acc=0.7680
Epoch 51: train_loss=0.5102, val_loss=0.7135, val_acc=0.7680
Epoch 52: train_loss=0.4757, val_loss=0.7088, val_acc=0.7680
Epoch 53: train_loss=0.4459, val_loss=0.7038, val_acc=0.7680
Epoch 54: train_loss=0.4686, val_loss=0.6991, val_acc=0.7700
Epoch 55: train_loss=0.4588, val_loss=0.6954, val_acc=0.7720
Epoch 56: train_loss=0.4611, val_loss=0.6924, val_acc=0.7740
Epoch 57: train_loss=0.4092, val_loss=0.6896, val_acc=0.7760
Epoch 58: train_loss=0.4016, val_loss=0.6867, val_acc=0.7760
Epoch 59: train_loss=0.4229, val_loss=0.6838, val_acc=0.7760
Epoch 60: train_loss=0.4107, val_loss=0.6804, val_acc=0.7780
Epoch 61: train_loss=0.3964, val_loss=0.6761, val_acc=0.7780
Epoch 62: train_loss=0.3884, val_loss=0.6720, val_acc=0.7780
Epoch 63: train_loss=0.3817, val_loss=0.6689, val_acc=0.7780
Epoch 64: train_loss=0.3714, val_loss=0.6654, val_acc=0.7760
Epoch 65: train_loss=0.3852, val_loss=0.6612, val_acc=0.7760
Epoch 66: train_loss=0.3828, val_loss=0.6567, val_acc=0.7760
Epoch 67: train_loss=0.3768, val_loss=0.6523, val_acc=0.7820
Epoch 68: train_loss=0.3483, val_loss=0.6488, val_acc=0.7820
Epoch 69: train_loss=0.3711, val_loss=0.6462, val_acc=0.7840
Epoch 70: train_loss=0.3859, val_loss=0.6447, val_acc=0.7820
Epoch 71: train_loss=0.3278, val_loss=0.6436, val_acc=0.7820
Epoch 72: train_loss=0.3649, val_loss=0.6428, val_acc=0.7760
Epoch 73: train_loss=0.3170, val_loss=0.6423, val_acc=0.7780
Epoch 74: train_loss=0.3249, val_loss=0.6421, val_acc=0.7740
Epoch 75: train_loss=0.3211, val_loss=0.6420, val_acc=0.7740
Epoch 76: train_loss=0.3353, val_loss=0.6418, val_acc=0.7720
Epoch 77: train_loss=0.3119, val_loss=0.6414, val_acc=0.7760
Epoch 78: train_loss=0.3100, val_loss=0.6383, val_acc=0.7740
Epoch 79: train_loss=0.3170, val_loss=0.6323, val_acc=0.7760
Epoch 80: train_loss=0.2757, val_loss=0.6275, val_acc=0.7760
Epoch 81: train_loss=0.3327, val_loss=0.6241, val_acc=0.7840
Epoch 82: train_loss=0.3260, val_loss=0.6214, val_acc=0.7840
Epoch 83: train_loss=0.2875, val_loss=0.6183, val_acc=0.7920
Epoch 84: train_loss=0.3237, val_loss=0.6158, val_acc=0.7960
Epoch 85: train_loss=0.3045, val_loss=0.6134, val_acc=0.7980
Epoch 86: train_loss=0.3208, val_loss=0.6123, val_acc=0.7960
Epoch 87: train_loss=0.2709, val_loss=0.6124, val_acc=0.7880
Epoch 88: train_loss=0.2758, val_loss=0.6137, val_acc=0.7880
Epoch 89: train_loss=0.2995, val_loss=0.6154, val_acc=0.7860
Epoch 90: train_loss=0.2631, val_loss=0.6170, val_acc=0.7820
Epoch 91: train_loss=0.3051, val_loss=0.6159, val_acc=0.7860
Epoch 92: train_loss=0.2679, val_loss=0.6133, val_acc=0.7860
Epoch 93: train_loss=0.2580, val_loss=0.6099, val_acc=0.7860
Epoch 94: train_loss=0.2587, val_loss=0.6064, val_acc=0.7880
Epoch 95: train_loss=0.2424, val_loss=0.6029, val_acc=0.7960
Epoch 96: train_loss=0.2548, val_loss=0.5997, val_acc=0.8020
Epoch 97: train_loss=0.2678, val_loss=0.5971, val_acc=0.8040
Epoch 98: train_loss=0.2633, val_loss=0.5959, val_acc=0.8020
Epoch 99: train_loss=0.2692, val_loss=0.5945, val_acc=0.8020
Epoch 100: train_loss=0.2384, val_loss=0.5944, val_acc=0.7900
Epoch 101: train_loss=0.2672, val_loss=0.5955, val_acc=0.7860
Epoch 102: train_loss=0.2367, val_loss=0.5965, val_acc=0.7880
Epoch 103: train_loss=0.2425, val_loss=0.5971, val_acc=0.7800
Epoch 104: train_loss=0.2624, val_loss=0.5983, val_acc=0.7840
Epoch 105: train_loss=0.2266, val_loss=0.5977, val_acc=0.7860
Epoch 106: train_loss=0.2253, val_loss=0.5964, val_acc=0.7860
Epoch 107: train_loss=0.2490, val_loss=0.5969, val_acc=0.7880
Epoch 108: train_loss=0.2360, val_loss=0.5952, val_acc=0.7920
Epoch 109: train_loss=0.2220, val_loss=0.5926, val_acc=0.7920
Epoch 110: train_loss=0.2113, val_loss=0.5893, val_acc=0.7940
Epoch 111: train_loss=0.2302, val_loss=0.5867, val_acc=0.7980
Epoch 112: train_loss=0.2370, val_loss=0.5849, val_acc=0.7980
Epoch 113: train_loss=0.2440, val_loss=0.5840, val_acc=0.8000
Epoch 114: train_loss=0.1975, val_loss=0.5837, val_acc=0.8020
Epoch 115: train_loss=0.2356, val_loss=0.5836, val_acc=0.8020
Epoch 116: train_loss=0.2208, val_loss=0.5829, val_acc=0.8020
Epoch 117: train_loss=0.2304, val_loss=0.5821, val_acc=0.8020
Epoch 118: train_loss=0.2035, val_loss=0.5812, val_acc=0.7980
Epoch 119: train_loss=0.2056, val_loss=0.5798, val_acc=0.7980
Epoch 120: train_loss=0.2620, val_loss=0.5801, val_acc=0.7980
Epoch 121: train_loss=0.2424, val_loss=0.5804, val_acc=0.7980
Epoch 122: train_loss=0.2385, val_loss=0.5811, val_acc=0.7960
Epoch 123: train_loss=0.2418, val_loss=0.5824, val_acc=0.7940
Epoch 124: train_loss=0.2162, val_loss=0.5836, val_acc=0.7940
Epoch 125: train_loss=0.2486, val_loss=0.5832, val_acc=0.7940
