Epoch 1: train_loss=1.0989, val_loss=1.0978, val_acc=0.4660
Epoch 2: train_loss=1.0938, val_loss=1.0979, val_acc=0.4760
Epoch 3: train_loss=1.0886, val_loss=1.0954, val_acc=0.3460
Epoch 4: train_loss=1.0786, val_loss=1.0926, val_acc=0.2580
Epoch 5: train_loss=1.0719, val_loss=1.0893, val_acc=0.2440
Epoch 6: train_loss=1.0622, val_loss=1.0852, val_acc=0.2900
Epoch 7: train_loss=1.0526, val_loss=1.0801, val_acc=0.3740
Epoch 8: train_loss=1.0421, val_loss=1.0743, val_acc=0.4720
Epoch 9: train_loss=1.0371, val_loss=1.0676, val_acc=0.5620
Epoch 10: train_loss=1.0209, val_loss=1.0603, val_acc=0.6220
Epoch 11: train_loss=1.0105, val_loss=1.0523, val_acc=0.6580
Epoch 12: train_loss=0.9989, val_loss=1.0437, val_acc=0.6980
Epoch 13: train_loss=0.9919, val_loss=1.0345, val_acc=0.7160
Epoch 14: train_loss=0.9819, val_loss=1.0252, val_acc=0.7260
Epoch 15: train_loss=0.9588, val_loss=1.0162, val_acc=0.7340
Epoch 16: train_loss=0.9392, val_loss=1.0072, val_acc=0.7300
Epoch 17: train_loss=0.9362, val_loss=0.9982, val_acc=0.7280
Epoch 18: train_loss=0.9307, val_loss=0.9901, val_acc=0.7320
Epoch 19: train_loss=0.9031, val_loss=0.9822, val_acc=0.7460
Epoch 20: train_loss=0.8818, val_loss=0.9741, val_acc=0.7400
Epoch 21: train_loss=0.8870, val_loss=0.9659, val_acc=0.7400
Epoch 22: train_loss=0.8691, val_loss=0.9578, val_acc=0.7380
Epoch 23: train_loss=0.8366, val_loss=0.9492, val_acc=0.7320
Epoch 24: train_loss=0.8299, val_loss=0.9403, val_acc=0.7400
Epoch 25: train_loss=0.8051, val_loss=0.9314, val_acc=0.7400
Epoch 26: train_loss=0.8110, val_loss=0.9221, val_acc=0.7420
Epoch 27: train_loss=0.7894, val_loss=0.9123, val_acc=0.7440
