Epoch 1: train_loss=1.7919, val_loss=1.7641, val_acc=0.4820
Epoch 2: train_loss=1.6652, val_loss=1.6886, val_acc=0.6560
Epoch 3: train_loss=1.5159, val_loss=1.6348, val_acc=0.5020
Epoch 4: train_loss=1.3947, val_loss=1.5849, val_acc=0.5460
Epoch 5: train_loss=1.2792, val_loss=1.5365, val_acc=0.6660
Epoch 6: train_loss=1.1649, val_loss=1.4969, val_acc=0.6920
Epoch 7: train_loss=1.0619, val_loss=1.4668, val_acc=0.6700
Epoch 8: train_loss=0.9729, val_loss=1.4391, val_acc=0.6580
Epoch 9: train_loss=0.8936, val_loss=1.4083, val_acc=0.6560
Epoch 10: train_loss=0.8200, val_loss=1.3756, val_acc=0.6900
Epoch 11: train_loss=0.7529, val_loss=1.3448, val_acc=0.7000
Epoch 12: train_loss=0.6940, val_loss=1.3183, val_acc=0.7020
Epoch 13: train_loss=0.6436, val_loss=1.2957, val_acc=0.7020
Epoch 14: train_loss=0.6000, val_loss=1.2758, val_acc=0.6960
Epoch 15: train_loss=0.5612, val_loss=1.2579, val_acc=0.6940
Epoch 16: train_loss=0.5261, val_loss=1.2424, val_acc=0.7000
Epoch 17: train_loss=0.4950, val_loss=1.2297, val_acc=0.7020
Epoch 18: train_loss=0.4681, val_loss=1.2193, val_acc=0.7040
Epoch 19: train_loss=0.4450, val_loss=1.2101, val_acc=0.7060
Epoch 20: train_loss=0.4251, val_loss=1.2010, val_acc=0.7020
Epoch 21: train_loss=0.4074, val_loss=1.1917, val_acc=0.7020
Epoch 22: train_loss=0.3916, val_loss=1.1825, val_acc=0.7000
Epoch 23: train_loss=0.3775, val_loss=1.1741, val_acc=0.7020
Epoch 24: train_loss=0.3653, val_loss=1.1670, val_acc=0.6980
Epoch 25: train_loss=0.3549, val_loss=1.1612, val_acc=0.6980
Epoch 26: train_loss=0.3460, val_loss=1.1564, val_acc=0.6920
Epoch 27: train_loss=0.3383, val_loss=1.1522, val_acc=0.6900
Epoch 28: train_loss=0.3314, val_loss=1.1485, val_acc=0.6860
Epoch 29: train_loss=0.3254, val_loss=1.1452, val_acc=0.6940
Epoch 30: train_loss=0.3202, val_loss=1.1422, val_acc=0.6980
Epoch 31: train_loss=0.3159, val_loss=1.1393, val_acc=0.6940
Epoch 32: train_loss=0.3123, val_loss=1.1364, val_acc=0.6940
Epoch 33: train_loss=0.3093, val_loss=1.1333, val_acc=0.6940
Epoch 34: train_loss=0.3068, val_loss=1.1302, val_acc=0.6940
Epoch 35: train_loss=0.3047, val_loss=1.1272, val_acc=0.6960
Epoch 36: train_loss=0.3029, val_loss=1.1246, val_acc=0.6940
Epoch 37: train_loss=0.3016, val_loss=1.1227, val_acc=0.6920
Epoch 38: train_loss=0.3005, val_loss=1.1214, val_acc=0.6900
Epoch 39: train_loss=0.2998, val_loss=1.1206, val_acc=0.6860
Epoch 40: train_loss=0.2992, val_loss=1.1199, val_acc=0.6860
Epoch 41: train_loss=0.2988, val_loss=1.1191, val_acc=0.6880
Epoch 42: train_loss=0.2985, val_loss=1.1182, val_acc=0.6920
Epoch 43: train_loss=0.2982, val_loss=1.1170, val_acc=0.6920
Epoch 44: train_loss=0.2981, val_loss=1.1154, val_acc=0.6920
Epoch 45: train_loss=0.2981, val_loss=1.1135, val_acc=0.6920
Epoch 46: train_loss=0.2981, val_loss=1.1114, val_acc=0.6920
Epoch 47: train_loss=0.2981, val_loss=1.1094, val_acc=0.6940
Epoch 48: train_loss=0.2980, val_loss=1.1076, val_acc=0.6940
Epoch 49: train_loss=0.2980, val_loss=1.1063, val_acc=0.6900
Epoch 50: train_loss=0.2979, val_loss=1.1054, val_acc=0.6900
Epoch 51: train_loss=0.2978, val_loss=1.1048, val_acc=0.6900
Epoch 52: train_loss=0.2976, val_loss=1.1042, val_acc=0.6900
Epoch 53: train_loss=0.2974, val_loss=1.1036, val_acc=0.6920
Epoch 54: train_loss=0.2971, val_loss=1.1026, val_acc=0.6940
Epoch 55: train_loss=0.2968, val_loss=1.1013, val_acc=0.6960
Epoch 56: train_loss=0.2964, val_loss=1.0995, val_acc=0.6960
Epoch 57: train_loss=0.2959, val_loss=1.0976, val_acc=0.6980
Epoch 58: train_loss=0.2954, val_loss=1.0956, val_acc=0.7020
Epoch 59: train_loss=0.2949, val_loss=1.0937, val_acc=0.7020
Epoch 60: train_loss=0.2943, val_loss=1.0921, val_acc=0.7040
Epoch 61: train_loss=0.2936, val_loss=1.0910, val_acc=0.7020
Epoch 62: train_loss=0.2930, val_loss=1.0901, val_acc=0.7000
Epoch 63: train_loss=0.2922, val_loss=1.0894, val_acc=0.7000
Epoch 64: train_loss=0.2915, val_loss=1.0886, val_acc=0.7000
Epoch 65: train_loss=0.2907, val_loss=1.0876, val_acc=0.7000
Epoch 66: train_loss=0.2900, val_loss=1.0864, val_acc=0.7000
Epoch 67: train_loss=0.2892, val_loss=1.0848, val_acc=0.7000
Epoch 68: train_loss=0.2884, val_loss=1.0831, val_acc=0.7040
Epoch 69: train_loss=0.2875, val_loss=1.0813, val_acc=0.7040
Epoch 70: train_loss=0.2867, val_loss=1.0797, val_acc=0.7020
Epoch 71: train_loss=0.2859, val_loss=1.0784, val_acc=0.7040
Epoch 72: train_loss=0.2851, val_loss=1.0773, val_acc=0.7040
Epoch 73: train_loss=0.2843, val_loss=1.0765, val_acc=0.7040
Epoch 74: train_loss=0.2835, val_loss=1.0758, val_acc=0.7020
Epoch 75: train_loss=0.2828, val_loss=1.0750, val_acc=0.7020
Epoch 76: train_loss=0.2820, val_loss=1.0741, val_acc=0.7020
Epoch 77: train_loss=0.2813, val_loss=1.0729, val_acc=0.7020
Epoch 78: train_loss=0.2805, val_loss=1.0716, val_acc=0.7020
Epoch 79: train_loss=0.2798, val_loss=1.0703, val_acc=0.7040
Epoch 80: train_loss=0.2792, val_loss=1.0689, val_acc=0.7040
Epoch 81: train_loss=0.2785, val_loss=1.0677, val_acc=0.7040
Epoch 82: train_loss=0.2778, val_loss=1.0667, val_acc=0.7040
Epoch 83: train_loss=0.2772, val_loss=1.0658, val_acc=0.7040
Epoch 84: train_loss=0.2766, val_loss=1.0651, val_acc=0.7040
Epoch 85: train_loss=0.2760, val_loss=1.0644, val_acc=0.7040
Epoch 86: train_loss=0.2754, val_loss=1.0637, val_acc=0.7040
Epoch 87: train_loss=0.2749, val_loss=1.0628, val_acc=0.7040
Epoch 88: train_loss=0.2744, val_loss=1.0619, val_acc=0.7040
Epoch 89: train_loss=0.2738, val_loss=1.0608, val_acc=0.7040
Epoch 90: train_loss=0.2733, val_loss=1.0597, val_acc=0.7040
Epoch 91: train_loss=0.2728, val_loss=1.0587, val_acc=0.7040
Epoch 92: train_loss=0.2724, val_loss=1.0578, val_acc=0.7040
Epoch 93: train_loss=0.2719, val_loss=1.0570, val_acc=0.7040
Epoch 94: train_loss=0.2715, val_loss=1.0563, val_acc=0.7040
Epoch 95: train_loss=0.2710, val_loss=1.0556, val_acc=0.7060
Epoch 96: train_loss=0.2706, val_loss=1.0550, val_acc=0.7060
Epoch 97: train_loss=0.2702, val_loss=1.0543, val_acc=0.7060
Epoch 98: train_loss=0.2698, val_loss=1.0536, val_acc=0.7060
