Epoch 1: train_loss=1.0993, val_loss=1.0521, val_acc=0.3880
Epoch 2: train_loss=1.0316, val_loss=1.0118, val_acc=0.7100
Epoch 3: train_loss=0.9421, val_loss=0.9827, val_acc=0.6120
Epoch 4: train_loss=0.8775, val_loss=0.9439, val_acc=0.5940
Epoch 5: train_loss=0.8178, val_loss=0.8991, val_acc=0.6980
Epoch 6: train_loss=0.7567, val_loss=0.8592, val_acc=0.7340
Epoch 7: train_loss=0.7010, val_loss=0.8303, val_acc=0.7460
Epoch 8: train_loss=0.6548, val_loss=0.8088, val_acc=0.7580
Epoch 9: train_loss=0.6143, val_loss=0.7884, val_acc=0.7600
Epoch 10: train_loss=0.5752, val_loss=0.7676, val_acc=0.7580
Epoch 11: train_loss=0.5377, val_loss=0.7481, val_acc=0.7580
Epoch 12: train_loss=0.5039, val_loss=0.7310, val_acc=0.7440
Epoch 13: train_loss=0.4745, val_loss=0.7154, val_acc=0.7500
Epoch 14: train_loss=0.4484, val_loss=0.7005, val_acc=0.7620
Epoch 15: train_loss=0.4237, val_loss=0.6863, val_acc=0.7600
Epoch 16: train_loss=0.4001, val_loss=0.6739, val_acc=0.7560
Epoch 17: train_loss=0.3781, val_loss=0.6640, val_acc=0.7540
Epoch 18: train_loss=0.3583, val_loss=0.6565, val_acc=0.7640
Epoch 19: train_loss=0.3406, val_loss=0.6501, val_acc=0.7680
Epoch 20: train_loss=0.3244, val_loss=0.6436, val_acc=0.7660
Epoch 21: train_loss=0.3092, val_loss=0.6366, val_acc=0.7680
Epoch 22: train_loss=0.2946, val_loss=0.6294, val_acc=0.7640
Epoch 23: train_loss=0.2811, val_loss=0.6225, val_acc=0.7600
Epoch 24: train_loss=0.2687, val_loss=0.6163, val_acc=0.7740
Epoch 25: train_loss=0.2575, val_loss=0.6108, val_acc=0.7720
Epoch 26: train_loss=0.2472, val_loss=0.6059, val_acc=0.7720
Epoch 27: train_loss=0.2375, val_loss=0.6017, val_acc=0.7760
Epoch 28: train_loss=0.2283, val_loss=0.5981, val_acc=0.7700
Epoch 29: train_loss=0.2197, val_loss=0.5954, val_acc=0.7700
Epoch 30: train_loss=0.2117, val_loss=0.5935, val_acc=0.7720
Epoch 31: train_loss=0.2043, val_loss=0.5919, val_acc=0.7680
Epoch 32: train_loss=0.1975, val_loss=0.5905, val_acc=0.7700
Epoch 33: train_loss=0.1912, val_loss=0.5888, val_acc=0.7720
Epoch 34: train_loss=0.1852, val_loss=0.5867, val_acc=0.7720
Epoch 35: train_loss=0.1796, val_loss=0.5844, val_acc=0.7760
Epoch 36: train_loss=0.1742, val_loss=0.5821, val_acc=0.7760
Epoch 37: train_loss=0.1693, val_loss=0.5800, val_acc=0.7720
Epoch 38: train_loss=0.1647, val_loss=0.5782, val_acc=0.7740
Epoch 39: train_loss=0.1604, val_loss=0.5767, val_acc=0.7740
Epoch 40: train_loss=0.1563, val_loss=0.5756, val_acc=0.7740
Epoch 41: train_loss=0.1525, val_loss=0.5748, val_acc=0.7760
Epoch 42: train_loss=0.1489, val_loss=0.5744, val_acc=0.7760
Epoch 43: train_loss=0.1455, val_loss=0.5743, val_acc=0.7800
Epoch 44: train_loss=0.1423, val_loss=0.5743, val_acc=0.7800
Epoch 45: train_loss=0.1393, val_loss=0.5743, val_acc=0.7800
Epoch 46: train_loss=0.1365, val_loss=0.5742, val_acc=0.7780
Epoch 47: train_loss=0.1339, val_loss=0.5739, val_acc=0.7760
Epoch 48: train_loss=0.1315, val_loss=0.5733, val_acc=0.7760
