Epoch 1: train_loss=1.7919, val_loss=1.7504, val_acc=0.3260
Epoch 2: train_loss=1.6593, val_loss=1.6885, val_acc=0.6520
Epoch 3: train_loss=1.5026, val_loss=1.6461, val_acc=0.5340
Epoch 4: train_loss=1.3748, val_loss=1.6013, val_acc=0.5500
Epoch 5: train_loss=1.2547, val_loss=1.5517, val_acc=0.6120
Epoch 6: train_loss=1.1359, val_loss=1.5055, val_acc=0.6840
Epoch 7: train_loss=1.0263, val_loss=1.4683, val_acc=0.7000
Epoch 8: train_loss=0.9313, val_loss=1.4377, val_acc=0.6880
Epoch 9: train_loss=0.8483, val_loss=1.4080, val_acc=0.6940
Epoch 10: train_loss=0.7724, val_loss=1.3781, val_acc=0.6940
Epoch 11: train_loss=0.7025, val_loss=1.3503, val_acc=0.7040
Epoch 12: train_loss=0.6402, val_loss=1.3266, val_acc=0.6940
Epoch 13: train_loss=0.5867, val_loss=1.3069, val_acc=0.6800
Epoch 14: train_loss=0.5409, val_loss=1.2896, val_acc=0.6760
Epoch 15: train_loss=0.5011, val_loss=1.2731, val_acc=0.6780
Epoch 16: train_loss=0.4655, val_loss=1.2569, val_acc=0.6780
Epoch 17: train_loss=0.4337, val_loss=1.2415, val_acc=0.6840
Epoch 18: train_loss=0.4057, val_loss=1.2274, val_acc=0.6940
Epoch 19: train_loss=0.3815, val_loss=1.2150, val_acc=0.6920
Epoch 20: train_loss=0.3609, val_loss=1.2040, val_acc=0.7020
Epoch 21: train_loss=0.3432, val_loss=1.1942, val_acc=0.6960
Epoch 22: train_loss=0.3277, val_loss=1.1856, val_acc=0.6960
Epoch 23: train_loss=0.3140, val_loss=1.1782, val_acc=0.6980
Epoch 24: train_loss=0.3019, val_loss=1.1725, val_acc=0.6980
Epoch 25: train_loss=0.2913, val_loss=1.1683, val_acc=0.6980
Epoch 26: train_loss=0.2822, val_loss=1.1654, val_acc=0.6860
Epoch 27: train_loss=0.2745, val_loss=1.1632, val_acc=0.6820
Epoch 28: train_loss=0.2681, val_loss=1.1608, val_acc=0.6780
Epoch 29: train_loss=0.2626, val_loss=1.1580, val_acc=0.6780
Epoch 30: train_loss=0.2578, val_loss=1.1543, val_acc=0.6780
Epoch 31: train_loss=0.2537, val_loss=1.1500, val_acc=0.6840
Epoch 32: train_loss=0.2502, val_loss=1.1456, val_acc=0.6920
Epoch 33: train_loss=0.2474, val_loss=1.1414, val_acc=0.6940
Epoch 34: train_loss=0.2450, val_loss=1.1378, val_acc=0.6940
Epoch 35: train_loss=0.2433, val_loss=1.1350, val_acc=0.6940
Epoch 36: train_loss=0.2419, val_loss=1.1330, val_acc=0.6920
Epoch 37: train_loss=0.2409, val_loss=1.1317, val_acc=0.6860
Epoch 38: train_loss=0.2401, val_loss=1.1308, val_acc=0.6840
Epoch 39: train_loss=0.2396, val_loss=1.1302, val_acc=0.6860
Epoch 40: train_loss=0.2392, val_loss=1.1297, val_acc=0.6820
Epoch 41: train_loss=0.2391, val_loss=1.1292, val_acc=0.6880
Epoch 42: train_loss=0.2391, val_loss=1.1285, val_acc=0.6840
Epoch 43: train_loss=0.2392, val_loss=1.1274, val_acc=0.6840
Epoch 44: train_loss=0.2394, val_loss=1.1260, val_acc=0.6840
Epoch 45: train_loss=0.2397, val_loss=1.1244, val_acc=0.6860
Epoch 46: train_loss=0.2399, val_loss=1.1226, val_acc=0.6860
Epoch 47: train_loss=0.2401, val_loss=1.1207, val_acc=0.6880
Epoch 48: train_loss=0.2403, val_loss=1.1189, val_acc=0.6880
Epoch 49: train_loss=0.2405, val_loss=1.1172, val_acc=0.6860
Epoch 50: train_loss=0.2407, val_loss=1.1156, val_acc=0.6860
Epoch 51: train_loss=0.2408, val_loss=1.1141, val_acc=0.6840
Epoch 52: train_loss=0.2409, val_loss=1.1129, val_acc=0.6860
Epoch 53: train_loss=0.2409, val_loss=1.1118, val_acc=0.6880
Epoch 54: train_loss=0.2408, val_loss=1.1109, val_acc=0.6880
Epoch 55: train_loss=0.2406, val_loss=1.1101, val_acc=0.6860
Epoch 56: train_loss=0.2405, val_loss=1.1092, val_acc=0.6860
Epoch 57: train_loss=0.2402, val_loss=1.1081, val_acc=0.6860
Epoch 58: train_loss=0.2399, val_loss=1.1067, val_acc=0.6840
Epoch 59: train_loss=0.2395, val_loss=1.1050, val_acc=0.6860
Epoch 60: train_loss=0.2391, val_loss=1.1032, val_acc=0.6820
Epoch 61: train_loss=0.2386, val_loss=1.1013, val_acc=0.6840
Epoch 62: train_loss=0.2380, val_loss=1.0996, val_acc=0.6840
Epoch 63: train_loss=0.2374, val_loss=1.0980, val_acc=0.6840
Epoch 64: train_loss=0.2368, val_loss=1.0966, val_acc=0.6840
Epoch 65: train_loss=0.2362, val_loss=1.0954, val_acc=0.6840
Epoch 66: train_loss=0.2355, val_loss=1.0942, val_acc=0.6840
Epoch 67: train_loss=0.2348, val_loss=1.0931, val_acc=0.6820
Epoch 68: train_loss=0.2341, val_loss=1.0919, val_acc=0.6840
Epoch 69: train_loss=0.2334, val_loss=1.0907, val_acc=0.6840
Epoch 70: train_loss=0.2327, val_loss=1.0894, val_acc=0.6860
Epoch 71: train_loss=0.2320, val_loss=1.0881, val_acc=0.6860
Epoch 72: train_loss=0.2313, val_loss=1.0867, val_acc=0.6860
Epoch 73: train_loss=0.2306, val_loss=1.0854, val_acc=0.6880
Epoch 74: train_loss=0.2299, val_loss=1.0840, val_acc=0.6880
Epoch 75: train_loss=0.2292, val_loss=1.0827, val_acc=0.6900
Epoch 76: train_loss=0.2285, val_loss=1.0814, val_acc=0.6900
Epoch 77: train_loss=0.2278, val_loss=1.0802, val_acc=0.6900
Epoch 78: train_loss=0.2272, val_loss=1.0790, val_acc=0.6900
Epoch 79: train_loss=0.2265, val_loss=1.0780, val_acc=0.6900
Epoch 80: train_loss=0.2259, val_loss=1.0770, val_acc=0.6900
Epoch 81: train_loss=0.2253, val_loss=1.0761, val_acc=0.6900
Epoch 82: train_loss=0.2247, val_loss=1.0751, val_acc=0.6920
Epoch 83: train_loss=0.2241, val_loss=1.0741, val_acc=0.6940
Epoch 84: train_loss=0.2236, val_loss=1.0731, val_acc=0.6940
Epoch 85: train_loss=0.2231, val_loss=1.0720, val_acc=0.6940
Epoch 86: train_loss=0.2225, val_loss=1.0709, val_acc=0.6960
Epoch 87: train_loss=0.2220, val_loss=1.0698, val_acc=0.6960
Epoch 88: train_loss=0.2215, val_loss=1.0688, val_acc=0.6960
Epoch 89: train_loss=0.2211, val_loss=1.0679, val_acc=0.6960
Epoch 90: train_loss=0.2206, val_loss=1.0671, val_acc=0.6960
Epoch 91: train_loss=0.2202, val_loss=1.0662, val_acc=0.6960
Epoch 92: train_loss=0.2198, val_loss=1.0654, val_acc=0.6960
Epoch 93: train_loss=0.2194, val_loss=1.0646, val_acc=0.6960
Epoch 94: train_loss=0.2190, val_loss=1.0637, val_acc=0.6960
Epoch 95: train_loss=0.2186, val_loss=1.0629, val_acc=0.6960
Epoch 96: train_loss=0.2182, val_loss=1.0620, val_acc=0.6960
Epoch 97: train_loss=0.2178, val_loss=1.0612, val_acc=0.6960
Epoch 98: train_loss=0.2175, val_loss=1.0603, val_acc=0.6960
Epoch 99: train_loss=0.2171, val_loss=1.0595, val_acc=0.6980
Epoch 100: train_loss=0.2168, val_loss=1.0587, val_acc=0.6980

Final test accuracy: 0.6840
